country,province,year,age,region,m,f,t
Spain,Baleares,1860,1,Islas Baleares,,,
Spain,Baleares,1860,2,Islas Baleares,,,
Spain,Baleares,1860,3,Islas Baleares,,,
Spain,Baleares,1860,4,Islas Baleares,,,
Spain,Baleares,1860,5,Islas Baleares,,,
Spain,Baleares,1860,6,Islas Baleares,,,
Spain,Baleares,1860,7,Islas Baleares,,,
Spain,Baleares,1860,8,Islas Baleares,,,
Spain,Baleares,1860,9,Islas Baleares,,,
Spain,Baleares,1877,0,Islas Baleares,3933,3459,7392
Spain,Baleares,1877,1,Islas Baleares,4046,3786,7832
Spain,Baleares,1877,2,Islas Baleares,3883,3719,7602
Spain,Baleares,1877,3,Islas Baleares,3811,3676,7487
Spain,Baleares,1877,4,Islas Baleares,3458,3371,6829
Spain,Baleares,1877,5,Islas Baleares,3226,3048,6274
Spain,Baleares,1877,6,Islas Baleares,2991,2868,5859
Spain,Baleares,1877,7,Islas Baleares,3054,2929,5983
Spain,Baleares,1877,8,Islas Baleares,3036,2764,5800
Spain,Baleares,1877,9,Islas Baleares,2721,2598,5319
Spain,Baleares,1887,0,Islas Baleares,3383,3152,6535
Spain,Baleares,1887,1,Islas Baleares,3638,3516,7154
Spain,Baleares,1887,2,Islas Baleares,3712,3493,7205
Spain,Baleares,1887,3,Islas Baleares,3709,3610,7319
Spain,Baleares,1887,4,Islas Baleares,3628,3470,7098
Spain,Baleares,1887,5,Islas Baleares,3470,3400,6870
Spain,Baleares,1887,6,Islas Baleares,3439,3411,6850
Spain,Baleares,1887,7,Islas Baleares,3545,3479,7024
Spain,Baleares,1887,8,Islas Baleares,3485,3228,6713
Spain,Baleares,1887,9,Islas Baleares,3497,3222,6719
Spain,Baleares,1900,0,Islas Baleares,2440,2594,5034
Spain,Baleares,1900,1,Islas Baleares,3467,3141,6608
Spain,Baleares,1900,2,Islas Baleares,3253,3101,6354
Spain,Baleares,1900,3,Islas Baleares,3475,3433,6908
Spain,Baleares,1900,4,Islas Baleares,3481,3430,6911
Spain,Baleares,1900,5,Islas Baleares,3261,3292,6553
Spain,Baleares,1900,6,Islas Baleares,3327,3288,6615
Spain,Baleares,1900,7,Islas Baleares,3409,3392,6801
Spain,Baleares,1900,8,Islas Baleares,3410,3384,6794
Spain,Baleares,1900,9,Islas Baleares,3264,3139,6403
Spain,Barcelona,1860,0,Cataluña,9273,8802,18075
Spain,Barcelona,1860,1,Cataluña,,,
Spain,Barcelona,1860,2,Cataluña,,,
Spain,Barcelona,1860,3,Cataluña,,,
Spain,Barcelona,1860,4,Cataluña,,,
Spain,Barcelona,1860,5,Cataluña,,,
Spain,Barcelona,1860,6,Cataluña,,,
Spain,Barcelona,1860,7,Cataluña,,,
Spain,Barcelona,1860,8,Cataluña,,,
Spain,Barcelona,1860,9,Cataluña,,,
Spain,Barcelona,1877,0,Cataluña,10661,10240,20901
Spain,Barcelona,1877,1,Cataluña,9881,9522,19403
Spain,Barcelona,1877,2,Cataluña,9231,9019,18250
Spain,Barcelona,1877,3,Cataluña,9163,8992,18155
Spain,Barcelona,1877,4,Cataluña,8732,8759,17491
Spain,Barcelona,1877,5,Cataluña,8501,8601,17102
Spain,Barcelona,1877,6,Cataluña,8014,7899,15913
Spain,Barcelona,1877,7,Cataluña,8207,7990,16197
Spain,Barcelona,1877,8,Cataluña,7916,7668,15584
Spain,Barcelona,1877,9,Cataluña,7350,7172,14522
Spain,Barcelona,1887,0,Cataluña,9671,9351,19022
Spain,Barcelona,1887,1,Cataluña,9983,9559,19542
Spain,Barcelona,1887,2,Cataluña,9752,9395,19147
Spain,Barcelona,1887,3,Cataluña,10225,9637,19862
Spain,Barcelona,1887,4,Cataluña,9507,9434,18941
Spain,Barcelona,1887,5,Cataluña,9437,8985,18422
Spain,Barcelona,1887,6,Cataluña,9182,9138,18320
Spain,Barcelona,1887,7,Cataluña,9345,9239,18584
Spain,Barcelona,1887,8,Cataluña,8698,8679,17377
Spain,Barcelona,1887,9,Cataluña,8421,8122,16543
Spain,Barcelona,1900,0,Cataluña,8214,7927,16141
Spain,Barcelona,1900,1,Cataluña,9680,9474,19154
Spain,Barcelona,1900,2,Cataluña,9753,9589,19342
Spain,Barcelona,1900,3,Cataluña,10355,10462,20817
Spain,Barcelona,1900,4,Cataluña,10169,10155,20324
Spain,Barcelona,1900,5,Cataluña,10672,10647,21319
Spain,Barcelona,1900,6,Cataluña,10386,10452,20838
Spain,Barcelona,1900,7,Cataluña,10542,10572,21114
Spain,Barcelona,1900,8,Cataluña,10374,10503,20877
Spain,Barcelona,1900,9,Cataluña,9883,10039,19922
Spain,Burgos,1860,0,Castilla y León,5260,5049,10309
Spain,Burgos,1860,1,Castilla y León,,,
Spain,Burgos,1860,2,Castilla y León,,,
Spain,Burgos,1860,3,Castilla y León,,,
Spain,Burgos,1860,4,Castilla y León,,,
Spain,Burgos,1860,5,Castilla y León,,,
Spain,Burgos,1860,6,Castilla y León,,,
Spain,Burgos,1860,7,Castilla y León,,,
Spain,Burgos,1860,8,Castilla y León,,,
Spain,Burgos,1860,9,Castilla y León,,,
Spain,Burgos,1877,0,Castilla y León,5348,5064,10412
Spain,Burgos,1877,1,Castilla y León,4120,4129,8249
Spain,Burgos,1877,2,Castilla y León,3821,3854,7675
Spain,Burgos,1877,3,Castilla y León,3944,3918,7862
Spain,Burgos,1877,4,Castilla y León,3618,3586,7204
Spain,Burgos,1877,5,Castilla y León,3194,3199,6393
Spain,Burgos,1877,6,Castilla y León,3077,3144,6221
Spain,Burgos,1877,7,Castilla y León,3153,3149,6302
Spain,Burgos,1877,8,Castilla y León,3071,2936,6007
Spain,Burgos,1877,9,Castilla y León,3008,2905,5913
Spain,Burgos,1887,0,Castilla y León,5250,5156,10406
Spain,Burgos,1887,1,Castilla y León,4547,4661,9208
Spain,Burgos,1887,2,Castilla y León,4374,4448,8822
Spain,Burgos,1887,3,Castilla y León,4082,4239,8321
Spain,Burgos,1887,4,Castilla y León,3852,4128,7980
Spain,Burgos,1887,5,Castilla y León,3908,3781,7689
Spain,Burgos,1887,6,Castilla y León,3770,3826,7596
Spain,Burgos,1887,7,Castilla y León,3403,3479,6882
Spain,Burgos,1887,8,Castilla y León,3622,3471,7093
Spain,Burgos,1887,9,Castilla y León,3785,3657,7442
Spain,Burgos,1900,0,Castilla y León,4373,4256,8629
Spain,Burgos,1900,1,Castilla y León,4334,4340,8674
Spain,Burgos,1900,2,Castilla y León,3968,3977,7945
Spain,Burgos,1900,3,Castilla y León,4027,4088,8115
Spain,Burgos,1900,4,Castilla y León,3992,4276,8268
Spain,Burgos,1900,5,Castilla y León,3934,3956,7890
Spain,Burgos,1900,6,Castilla y León,3950,4105,8055
Spain,Burgos,1900,7,Castilla y León,4010,3911,7921
Spain,Burgos,1900,8,Castilla y León,3860,3790,7650
Spain,Burgos,1900,9,Castilla y León,3622,3648,7270
Spain,Canarias,1860,0,Islas Canarias,2961,2891,5852
Spain,Canarias,1860,1,Islas Canarias,,,
Spain,Canarias,1860,2,Islas Canarias,,,
Spain,Canarias,1860,3,Islas Canarias,,,
Spain,Canarias,1860,4,Islas Canarias,,,
Spain,Canarias,1860,5,Islas Canarias,,,
Spain,Canarias,1860,6,Islas Canarias,,,
Spain,Canarias,1860,7,Islas Canarias,,,
Spain,Canarias,1860,8,Islas Canarias,,,
Spain,Canarias,1860,9,Islas Canarias,,,
Spain,Canarias,1877,0,Islas Canarias,3843,3481,7324
Spain,Canarias,1877,1,Islas Canarias,4160,3754,7914
Spain,Canarias,1877,2,Islas Canarias,4073,3896,7969
Spain,Canarias,1877,3,Islas Canarias,4142,3949,8091
Spain,Canarias,1877,4,Islas Canarias,4207,4117,8324
Spain,Canarias,1877,5,Islas Canarias,4057,3809,7866
Spain,Canarias,1877,6,Islas Canarias,3970,3768,7738
Spain,Canarias,1877,7,Islas Canarias,3675,3648,7323
Spain,Canarias,1877,8,Islas Canarias,4079,3860,7939
Spain,Canarias,1877,9,Islas Canarias,3076,3037,6113
Spain,Canarias,1887,0,Islas Canarias,3776,3788,7564
Spain,Canarias,1887,1,Islas Canarias,3974,3812,7786
Spain,Canarias,1887,2,Islas Canarias,4300,4130,8430
Spain,Canarias,1887,3,Islas Canarias,3967,3974,7941
Spain,Canarias,1887,4,Islas Canarias,4071,3965,8036
Spain,Canarias,1887,5,Islas Canarias,3911,3754,7665
Spain,Canarias,1887,6,Islas Canarias,3943,4110,8053
Spain,Canarias,1887,7,Islas Canarias,3793,3647,7440
Spain,Canarias,1887,8,Islas Canarias,4188,3935,8123
Spain,Canarias,1887,9,Islas Canarias,3230,3225,6455
Spain,Canarias,1900,0,Islas Canarias,4390,4151,8541
Spain,Canarias,1900,1,Islas Canarias,4882,4816,9698
Spain,Canarias,1900,2,Islas Canarias,5589,5401,10990
Spain,Canarias,1900,3,Islas Canarias,5463,5433,10896
Spain,Canarias,1900,4,Islas Canarias,5578,5480,11058
Spain,Canarias,1900,5,Islas Canarias,5289,5044,10333
Spain,Canarias,1900,6,Islas Canarias,5207,5201,10408
Spain,Canarias,1900,7,Islas Canarias,4999,4837,9836
Spain,Canarias,1900,8,Islas Canarias,5267,5157,10424
Spain,Canarias,1900,9,Islas Canarias,4194,3919,8113
Spain,Castellón,1860,0,Comunidad Valenciana,4030,3783,7813
Spain,Castellón,1860,1,Comunidad Valenciana,,,
Spain,Castellón,1860,2,Comunidad Valenciana,,,
Spain,Castellón,1860,3,Comunidad Valenciana,,,
Spain,Castellón,1860,4,Comunidad Valenciana,,,
Spain,Castellón,1860,5,Comunidad Valenciana,,,
Spain,Castellón,1860,6,Comunidad Valenciana,,,
Spain,Castellón,1860,7,Comunidad Valenciana,,,
Spain,Castellón,1860,8,Comunidad Valenciana,,,
Spain,Castellón,1860,9,Comunidad Valenciana,,,
Spain,Castellón,1877,0,Comunidad Valenciana,4474,4262,8736
Spain,Castellón,1877,1,Comunidad Valenciana,4170,3931,8101
Spain,Castellón,1877,2,Comunidad Valenciana,3689,3625,7314
Spain,Castellón,1877,3,Comunidad Valenciana,3709,3672,7381
Spain,Castellón,1877,4,Comunidad Valenciana,3239,3253,6492
Spain,Castellón,1877,5,Comunidad Valenciana,3387,3265,6652
Spain,Castellón,1877,6,Comunidad Valenciana,3336,3270,6606
Spain,Castellón,1877,7,Comunidad Valenciana,3191,3088,6279
Spain,Castellón,1877,8,Comunidad Valenciana,3377,3148,6525
Spain,Castellón,1877,9,Comunidad Valenciana,2699,2465,5164
Spain,Castellón,1887,0,Comunidad Valenciana,4695,4495,9190
Spain,Castellón,1887,1,Comunidad Valenciana,4163,4010,8173
Spain,Castellón,1887,2,Comunidad Valenciana,3681,3528,7209
Spain,Castellón,1887,3,Comunidad Valenciana,3775,3745,7520
Spain,Castellón,1887,4,Comunidad Valenciana,3186,3163,6349
Spain,Castellón,1887,5,Comunidad Valenciana,3226,3249,6475
Spain,Castellón,1887,6,Comunidad Valenciana,3244,3175,6419
Spain,Castellón,1887,7,Comunidad Valenciana,3047,3066,6113
Spain,Castellón,1887,8,Comunidad Valenciana,3218,3007,6225
Spain,Castellón,1887,9,Comunidad Valenciana,2977,2807,5784
Spain,Castellón,1900,0,Comunidad Valenciana,3561,3528,7089
Spain,Castellón,1900,1,Comunidad Valenciana,4127,3938,8065
Spain,Castellón,1900,2,Comunidad Valenciana,3849,3688,7537
Spain,Castellón,1900,3,Comunidad Valenciana,3941,3995,7936
Spain,Castellón,1900,4,Comunidad Valenciana,3808,3923,7731
Spain,Castellón,1900,5,Comunidad Valenciana,4024,3780,7804
Spain,Castellón,1900,6,Comunidad Valenciana,3972,3968,7940
Spain,Castellón,1900,7,Comunidad Valenciana,3896,3758,7654
Spain,Castellón,1900,8,Comunidad Valenciana,3939,3855,7794
Spain,Castellón,1900,9,Comunidad Valenciana,3628,3323,6951
Spain,Ciudad Real,1860,0,Castilla-La Mancha,3363,3177,6540
Spain,Ciudad Real,1860,1,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,2,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,3,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,4,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,5,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,6,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,7,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,8,Castilla-La Mancha,,,
Spain,Ciudad Real,1860,9,Castilla-La Mancha,,,
Spain,Ciudad Real,1877,0,Castilla-La Mancha,3756,3521,7277
Spain,Ciudad Real,1877,1,Castilla-La Mancha,3522,3417,6939
Spain,Ciudad Real,1877,2,Castilla-La Mancha,3509,3295,6804
Spain,Ciudad Real,1877,3,Castilla-La Mancha,3290,3361,6651
Spain,Ciudad Real,1877,4,Castilla-La Mancha,2968,2937,5905
Spain,Ciudad Real,1877,5,Castilla-La Mancha,3013,2905,5918
Spain,Ciudad Real,1877,6,Castilla-La Mancha,2782,2583,5365
Spain,Ciudad Real,1877,7,Castilla-La Mancha,2567,2555,5122
Spain,Ciudad Real,1877,8,Castilla-La Mancha,2509,2395,4904
Spain,Ciudad Real,1877,9,Castilla-La Mancha,2217,2156,4373
Spain,Ciudad Real,1887,0,Castilla-La Mancha,3910,3766,7676
Spain,Ciudad Real,1887,1,Castilla-La Mancha,4040,3844,7884
Spain,Ciudad Real,1887,2,Castilla-La Mancha,3918,3820,7738
Spain,Ciudad Real,1887,3,Castilla-La Mancha,3419,3436,6855
Spain,Ciudad Real,1887,4,Castilla-La Mancha,3361,3294,6655
Spain,Ciudad Real,1887,5,Castilla-La Mancha,3515,3306,6821
Spain,Ciudad Real,1887,6,Castilla-La Mancha,3572,3642,7214
Spain,Ciudad Real,1887,7,Castilla-La Mancha,3524,3407,6931
Spain,Ciudad Real,1887,8,Castilla-La Mancha,3481,3278,6759
Spain,Ciudad Real,1887,9,Castilla-La Mancha,3218,3096,6314
Spain,Ciudad Real,1900,0,Castilla-La Mancha,3954,3718,7672
Spain,Ciudad Real,1900,1,Castilla-La Mancha,4117,3936,8053
Spain,Ciudad Real,1900,2,Castilla-La Mancha,4024,4012,8036
Spain,Ciudad Real,1900,3,Castilla-La Mancha,3826,3891,7717
Spain,Ciudad Real,1900,4,Castilla-La Mancha,3765,3715,7480
Spain,Ciudad Real,1900,5,Castilla-La Mancha,3869,3683,7552
Spain,Ciudad Real,1900,6,Castilla-La Mancha,3725,3737,7462
Spain,Ciudad Real,1900,7,Castilla-La Mancha,3751,3685,7436
Spain,Ciudad Real,1900,8,Castilla-La Mancha,3766,3653,7419
Spain,Ciudad Real,1900,9,Castilla-La Mancha,3476,3312,6788
Spain,Coruña,1860,0,Galicia,6298,6103,12401
Spain,Coruña,1860,1,Galicia,,,
Spain,Coruña,1860,2,Galicia,,,
Spain,Coruña,1860,3,Galicia,,,
Spain,Coruña,1860,4,Galicia,,,
Spain,Coruña,1860,5,Galicia,,,
Spain,Coruña,1860,6,Galicia,,,
Spain,Coruña,1860,7,Galicia,,,
Spain,Coruña,1860,8,Galicia,,,
Spain,Coruña,1860,9,Galicia,,,
Spain,Coruña,1877,0,Galicia,6923,6606,13529
Spain,Coruña,1877,1,Galicia,6643,6277,12920
Spain,Coruña,1877,2,Galicia,6859,6575,13434
Spain,Coruña,1877,3,Galicia,7466,6974,14440
Spain,Coruña,1877,4,Galicia,7004,7034,14038
Spain,Coruña,1877,5,Galicia,6814,6340,13154
Spain,Coruña,1877,6,Galicia,6992,6781,13773
Spain,Coruña,1877,7,Galicia,6386,6488,12874
Spain,Coruña,1877,8,Galicia,6999,6712,13711
Spain,Coruña,1877,9,Galicia,5911,5623,11534
Spain,Coruña,1887,0,Galicia,6654,6522,13176
Spain,Coruña,1887,1,Galicia,6836,6471,13307
Spain,Coruña,1887,2,Galicia,7365,7138,14503
Spain,Coruña,1887,3,Galicia,7376,6836,14212
Spain,Coruña,1887,4,Galicia,6960,7024,13984
Spain,Coruña,1887,5,Galicia,7155,6565,13720
Spain,Coruña,1887,6,Galicia,7600,7531,15131
Spain,Coruña,1887,7,Galicia,6758,6760,13518
Spain,Coruña,1887,8,Galicia,7563,7385,14948
Spain,Coruña,1887,9,Galicia,6182,5937,12119
Spain,Coruña,1900,0,Galicia,7101,7053,14154
Spain,Coruña,1900,1,Galicia,8200,7826,16026
Spain,Coruña,1900,2,Galicia,9009,8708,17717
Spain,Coruña,1900,3,Galicia,8941,8672,17613
Spain,Coruña,1900,4,Galicia,9068,8856,17924
Spain,Coruña,1900,5,Galicia,8459,8169,16628
Spain,Coruña,1900,6,Galicia,8969,8784,17753
Spain,Coruña,1900,7,Galicia,7929,7960,15889
Spain,Coruña,1900,8,Galicia,8430,8252,16682
Spain,Coruña,1900,9,Galicia,7193,6709,13902
Spain,Cuenca,1860,0,Castilla-La Mancha,3792,3526,7318
Spain,Cuenca,1860,1,Castilla-La Mancha,,,
Spain,Cuenca,1860,2,Castilla-La Mancha,,,
Spain,Cuenca,1860,3,Castilla-La Mancha,,,
Spain,Cuenca,1860,4,Castilla-La Mancha,,,
Spain,Cuenca,1860,5,Castilla-La Mancha,,,
Spain,Cuenca,1860,6,Castilla-La Mancha,,,
Spain,Cuenca,1860,7,Castilla-La Mancha,,,
Spain,Cuenca,1860,8,Castilla-La Mancha,,,
Spain,Cuenca,1860,9,Castilla-La Mancha,,,
Spain,Cuenca,1877,0,Castilla-La Mancha,3638,3548,7186
Spain,Cuenca,1877,1,Castilla-La Mancha,2974,2999,5973
Spain,Cuenca,1877,2,Castilla-La Mancha,3000,2936,5936
Spain,Cuenca,1877,3,Castilla-La Mancha,2880,2893,5773
Spain,Cuenca,1877,4,Castilla-La Mancha,2452,2637,5089
Spain,Cuenca,1877,5,Castilla-La Mancha,2604,2555,5159
Spain,Cuenca,1877,6,Castilla-La Mancha,2478,2503,4981
Spain,Cuenca,1877,7,Castilla-La Mancha,2367,2396,4763
Spain,Cuenca,1877,8,Castilla-La Mancha,2196,2140,4336
Spain,Cuenca,1877,9,Castilla-La Mancha,2004,2040,4044
Spain,Cuenca,1887,0,Castilla-La Mancha,3585,3562,7147
Spain,Cuenca,1887,1,Castilla-La Mancha,3087,3098,6185
Spain,Cuenca,1887,2,Castilla-La Mancha,2747,2842,5589
Spain,Cuenca,1887,3,Castilla-La Mancha,2822,2881,5703
Spain,Cuenca,1887,4,Castilla-La Mancha,2637,2619,5256
Spain,Cuenca,1887,5,Castilla-La Mancha,2892,2834,5726
Spain,Cuenca,1887,6,Castilla-La Mancha,2651,2765,5416
Spain,Cuenca,1887,7,Castilla-La Mancha,2645,2693,5338
Spain,Cuenca,1887,8,Castilla-La Mancha,2618,2664,5282
Spain,Cuenca,1887,9,Castilla-La Mancha,2565,2601,5166
Spain,Cuenca,1900,0,Castilla-La Mancha,2668,2623,5291
Spain,Cuenca,1900,1,Castilla-La Mancha,3216,3269,6485
Spain,Cuenca,1900,2,Castilla-La Mancha,3173,3187,6360
Spain,Cuenca,1900,3,Castilla-La Mancha,3046,3018,6064
Spain,Cuenca,1900,4,Castilla-La Mancha,2885,2909,5794
Spain,Cuenca,1900,5,Castilla-La Mancha,2945,2810,5755
Spain,Cuenca,1900,6,Castilla-La Mancha,2611,2727,5338
Spain,Cuenca,1900,7,Castilla-La Mancha,2959,2922,5881
Spain,Cuenca,1900,8,Castilla-La Mancha,2704,2753,5457
Spain,Cuenca,1900,9,Castilla-La Mancha,2365,2582,4947
Spain,Cáceres,1860,0,Extremadura,4425,4181,8606
Spain,Cáceres,1860,1,Extremadura,,,
Spain,Cáceres,1860,2,Extremadura,,,
Spain,Cáceres,1860,3,Extremadura,,,
Spain,Cáceres,1860,4,Extremadura,,,
Spain,Cáceres,1860,5,Extremadura,,,
Spain,Cáceres,1860,6,Extremadura,,,
Spain,Cáceres,1860,7,Extremadura,,,
Spain,Cáceres,1860,8,Extremadura,,,
Spain,Cáceres,1860,9,Extremadura,,,
Spain,Cáceres,1877,0,Extremadura,5290,5110,10400
Spain,Cáceres,1877,1,Extremadura,4422,4181,8603
Spain,Cáceres,1877,2,Extremadura,4124,4059,8183
Spain,Cáceres,1877,3,Extremadura,4155,4078,8233
Spain,Cáceres,1877,4,Extremadura,3534,3555,7089
Spain,Cáceres,1877,5,Extremadura,3397,3100,6497
Spain,Cáceres,1877,6,Extremadura,2970,2898,5868
Spain,Cáceres,1877,7,Extremadura,2978,2750,5728
Spain,Cáceres,1877,8,Extremadura,2834,2583,5417
Spain,Cáceres,1877,9,Extremadura,2471,2394,4865
Spain,Cáceres,1887,0,Extremadura,5040,4819,9859
Spain,Cáceres,1887,1,Extremadura,4428,4399,8827
Spain,Cáceres,1887,2,Extremadura,4116,4027,8143
Spain,Cáceres,1887,3,Extremadura,4192,4250,8442
Spain,Cáceres,1887,4,Extremadura,3922,4001,7923
Spain,Cáceres,1887,5,Extremadura,3880,3759,7639
Spain,Cáceres,1887,6,Extremadura,3954,3986,7940
Spain,Cáceres,1887,7,Extremadura,3883,3901,7784
Spain,Cáceres,1887,8,Extremadura,4161,3681,7842
Spain,Cáceres,1887,9,Extremadura,3604,3494,7098
Spain,Cáceres,1900,0,Extremadura,4526,4487,9013
Spain,Cáceres,1900,1,Extremadura,4233,4201,8434
Spain,Cáceres,1900,2,Extremadura,4215,4235,8450
Spain,Cáceres,1900,3,Extremadura,3954,4157,8111
Spain,Cáceres,1900,4,Extremadura,4203,4303,8506
Spain,Cáceres,1900,5,Extremadura,4136,4020,8156
Spain,Cáceres,1900,6,Extremadura,4027,4004,8031
Spain,Cáceres,1900,7,Extremadura,3936,3890,7826
Spain,Cáceres,1900,8,Extremadura,4144,4039,8183
Spain,Cáceres,1900,9,Extremadura,3679,3647,7326
Spain,Cádiz,1860,0,Andalucía,5086,4802,9888
Spain,Cádiz,1860,1,Andalucía,,,
Spain,Cádiz,1860,2,Andalucía,,,
Spain,Cádiz,1860,3,Andalucía,,,
Spain,Cádiz,1860,4,Andalucía,,,
Spain,Cádiz,1860,5,Andalucía,,,
Spain,Cádiz,1860,6,Andalucía,,,
Spain,Cádiz,1860,7,Andalucía,,,
Spain,Cádiz,1860,8,Andalucía,,,
Spain,Cádiz,1860,9,Andalucía,,,
Spain,Cádiz,1877,0,Andalucía,5589,5368,10957
Spain,Cádiz,1877,1,Andalucía,4994,4827,9821
Spain,Cádiz,1877,2,Andalucía,4936,4821,9757
Spain,Cádiz,1877,3,Andalucía,5186,5167,10353
Spain,Cádiz,1877,4,Andalucía,4863,4923,9786
Spain,Cádiz,1877,5,Andalucía,4871,4646,9517
Spain,Cádiz,1877,6,Andalucía,4394,4357,8751
Spain,Cádiz,1877,7,Andalucía,4387,4291,8678
Spain,Cádiz,1877,8,Andalucía,4249,4080,8329
Spain,Cádiz,1877,9,Andalucía,3681,3499,7180
Spain,Cádiz,1887,0,Andalucía,4589,4508,9097
Spain,Cádiz,1887,1,Andalucía,4362,4272,8634
Spain,Cádiz,1887,2,Andalucía,4709,4420,9129
Spain,Cádiz,1887,3,Andalucía,4715,4569,9284
Spain,Cádiz,1887,4,Andalucía,4193,4100,8293
Spain,Cádiz,1887,5,Andalucía,4231,4139,8370
Spain,Cádiz,1887,6,Andalucía,4002,3949,7951
Spain,Cádiz,1887,7,Andalucía,4285,4339,8624
Spain,Cádiz,1887,8,Andalucía,4132,4182,8314
Spain,Cádiz,1887,9,Andalucía,3973,3937,7910
Spain,Cádiz,1900,0,Andalucía,4024,4088,8112
Spain,Cádiz,1900,1,Andalucía,5152,5063,10215
Spain,Cádiz,1900,2,Andalucía,5654,4962,10616
Spain,Cádiz,1900,3,Andalucía,5155,5067,10222
Spain,Cádiz,1900,4,Andalucía,4996,4960,9956
Spain,Cádiz,1900,5,Andalucía,4976,4721,9697
Spain,Cádiz,1900,6,Andalucía,4418,4434,8852
Spain,Cádiz,1900,7,Andalucía,4646,4726,9372
Spain,Cádiz,1900,8,Andalucía,4699,4622,9321
Spain,Cádiz,1900,9,Andalucía,4443,4355,8798
Spain,Córdoba,1860,0,Andalucía,4683,4771,9454
Spain,Córdoba,1860,1,Andalucía,,,
Spain,Córdoba,1860,2,Andalucía,,,
Spain,Córdoba,1860,3,Andalucía,,,
Spain,Córdoba,1860,4,Andalucía,,,
Spain,Córdoba,1860,5,Andalucía,,,
Spain,Córdoba,1860,6,Andalucía,,,
Spain,Córdoba,1860,7,Andalucía,,,
Spain,Córdoba,1860,8,Andalucía,,,
Spain,Córdoba,1860,9,Andalucía,,,
Spain,Córdoba,1877,0,Andalucía,5473,5250,10723
Spain,Córdoba,1877,1,Andalucía,5015,4911,9926
Spain,Córdoba,1877,2,Andalucía,4835,4635,9470
Spain,Córdoba,1877,3,Andalucía,4991,4844,9835
Spain,Córdoba,1877,4,Andalucía,4467,4476,8943
Spain,Córdoba,1877,5,Andalucía,4375,4142,8517
Spain,Córdoba,1877,6,Andalucía,3991,3926,7917
Spain,Córdoba,1877,7,Andalucía,3803,3867,7670
Spain,Córdoba,1877,8,Andalucía,3657,3522,7179
Spain,Córdoba,1877,9,Andalucía,3196,3154,6350
Spain,Córdoba,1887,0,Andalucía,5650,5344,10994
Spain,Córdoba,1887,1,Andalucía,5144,5036,10180
Spain,Córdoba,1887,2,Andalucía,5226,5003,10229
Spain,Córdoba,1887,3,Andalucía,5024,5069,10093
Spain,Córdoba,1887,4,Andalucía,4387,4425,8812
Spain,Córdoba,1887,5,Andalucía,4505,4389,8894
Spain,Córdoba,1887,6,Andalucía,4647,4433,9080
Spain,Córdoba,1887,7,Andalucía,4724,4735,9459
Spain,Córdoba,1887,8,Andalucía,4710,4554,9264
Spain,Córdoba,1887,9,Andalucía,4303,4196,8499
Spain,Córdoba,1900,0,Andalucía,3860,3657,7517
Spain,Córdoba,1900,1,Andalucía,5416,5060,10476
Spain,Córdoba,1900,2,Andalucía,5593,5367,10960
Spain,Córdoba,1900,3,Andalucía,5345,5177,10522
Spain,Córdoba,1900,4,Andalucía,5305,5157,10462
Spain,Córdoba,1900,5,Andalucía,5466,5050,10516
Spain,Córdoba,1900,6,Andalucía,4807,4950,9757
Spain,Córdoba,1900,7,Andalucía,5052,4825,9877
Spain,Córdoba,1900,8,Andalucía,5000,4651,9651
Spain,Córdoba,1900,9,Andalucía,4384,4329,8713
Spain,Gerona,1860,0,Cataluña,4006,3908,7914
Spain,Gerona,1860,1,Cataluña,,,
Spain,Gerona,1860,2,Cataluña,,,
Spain,Gerona,1860,3,Cataluña,,,
Spain,Gerona,1860,4,Cataluña,,,
Spain,Gerona,1860,5,Cataluña,,,
Spain,Gerona,1860,6,Cataluña,,,
Spain,Gerona,1860,7,Cataluña,,,
Spain,Gerona,1860,8,Cataluña,,,
Spain,Gerona,1860,9,Cataluña,,,
Spain,Gerona,1877,0,Cataluña,3916,3896,7812
Spain,Gerona,1877,1,Cataluña,3677,3523,7200
Spain,Gerona,1877,2,Cataluña,3584,3364,6948
Spain,Gerona,1877,3,Cataluña,3423,3512,6935
Spain,Gerona,1877,4,Cataluña,3441,3330,6771
Spain,Gerona,1877,5,Cataluña,3230,3166,6396
Spain,Gerona,1877,6,Cataluña,3261,3113,6374
Spain,Gerona,1877,7,Cataluña,3289,3173,6462
Spain,Gerona,1877,8,Cataluña,2879,2908,5787
Spain,Gerona,1877,9,Cataluña,2648,2695,5343
Spain,Gerona,1887,0,Cataluña,3698,3581,7279
Spain,Gerona,1887,1,Cataluña,3306,2995,6301
Spain,Gerona,1887,2,Cataluña,3456,3420,6876
Spain,Gerona,1887,3,Cataluña,3589,3629,7218
Spain,Gerona,1887,4,Cataluña,3420,3423,6843
Spain,Gerona,1887,5,Cataluña,3419,3138,6557
Spain,Gerona,1887,6,Cataluña,3372,3259,6631
Spain,Gerona,1887,7,Cataluña,3466,3279,6745
