country,province,year,age,region,m,f,t
Bulgaria,Tirnovo,1900,3,,6205,6176,12381
Bulgaria,Tirnovo,1900,4,,6307,6235,12542
Bulgaria,Tirnovo,1900,5,,6039,5829,11868
Bulgaria,Tirnovo,1900,6,,6031,5986,12017
Bulgaria,Tirnovo,1900,7,,5172,5469,10641
Bulgaria,Tirnovo,1900,8,,5385,5492,10877
Bulgaria,Tirnovo,1900,9,,4177,3935,8112
Bulgaria,Tran,1881,0,,961,927,1888
Bulgaria,Tran,1881,1,,1128,1001,2129
Bulgaria,Tran,1881,2,,1106,1054,2160
Bulgaria,Tran,1881,3,,1076,1024,2100
Bulgaria,Tran,1881,4,,849,827,1676
Bulgaria,Tran,1881,5,,935,883,1818
Bulgaria,Tran,1881,6,,1000,1015,2015
Bulgaria,Tran,1881,7,,838,727,1565
Bulgaria,Tran,1881,8,,1055,1035,2090
Bulgaria,Tran,1881,9,,623,538,1161
Bulgaria,Varna,1881,0,,1339,1188,2527
Bulgaria,Varna,1881,1,,1656,1555,3211
Bulgaria,Varna,1881,2,,1422,1359,2781
Bulgaria,Varna,1881,3,,1407,1404,2811
Bulgaria,Varna,1881,4,,1467,1386,2853
Bulgaria,Varna,1881,5,,1598,1459,3057
Bulgaria,Varna,1881,6,,1722,1681,3403
Bulgaria,Varna,1881,7,,1333,1340,2673
Bulgaria,Varna,1881,8,,1975,1994,3969
Bulgaria,Varna,1881,9,,968,871,1839
Bulgaria,Varna,1900,0,,3677,3411,7088
Bulgaria,Varna,1900,1,,4688,4606,9294
Bulgaria,Varna,1900,2,,4430,4353,8783
Bulgaria,Varna,1900,3,,4164,4254,8418
Bulgaria,Varna,1900,4,,4127,4075,8202
Bulgaria,Varna,1900,5,,4231,4151,8382
Bulgaria,Varna,1900,6,,4330,4082,8412
Bulgaria,Varna,1900,7,,3524,3440,6964
Bulgaria,Varna,1900,8,,4535,4655,9190
Bulgaria,Varna,1900,9,,2605,2466,5071
Bulgaria,Vidin,1881,0,,1228,1186,2414
Bulgaria,Vidin,1881,1,,1570,1610,3180
Bulgaria,Vidin,1881,2,,1540,1515,3055
Bulgaria,Vidin,1881,3,,1508,1605,3113
Bulgaria,Vidin,1881,4,,1366,1445,2811
Bulgaria,Vidin,1881,5,,1605,1516,3121
Bulgaria,Vidin,1881,6,,1436,1464,2900
Bulgaria,Vidin,1881,7,,1454,1467,2921
Bulgaria,Vidin,1881,8,,1821,1732,3553
Bulgaria,Vidin,1881,9,,906,830,1736
Bulgaria,Vidin,1900,0,,2647,2657,5304
Bulgaria,Vidin,1900,1,,2929,2907,5836
Bulgaria,Vidin,1900,2,,2738,2829,5567
Bulgaria,Vidin,1900,3,,3130,3035,6165
Bulgaria,Vidin,1900,4,,2877,2925,5802
Bulgaria,Vidin,1900,5,,3066,3050,6116
Bulgaria,Vidin,1900,6,,2770,2766,5536
Bulgaria,Vidin,1900,7,,2754,2576,5330
Bulgaria,Vidin,1900,8,,2619,2655,5274
Bulgaria,Vidin,1900,9,,1766,1739,3505
Bulgaria,Vratza,1881,0,,1038,955,1993
Bulgaria,Vratza,1881,1,,862,785,1647
Bulgaria,Vratza,1881,2,,1019,963,1982
Bulgaria,Vratza,1881,3,,993,971,1964
Bulgaria,Vratza,1881,4,,886,882,1768
Bulgaria,Vratza,1881,5,,965,983,1948
Bulgaria,Vratza,1881,6,,1037,1048,2085
Bulgaria,Vratza,1881,7,,944,1018,1962
Bulgaria,Vratza,1881,8,,1160,1121,2281
Bulgaria,Vratza,1881,9,,719,670,1389
Bulgaria,Vratza,1900,0,,3964,3601,7565
Bulgaria,Vratza,1900,1,,3955,3813,7768
Bulgaria,Vratza,1900,2,,3933,3663,7596
Bulgaria,Vratza,1900,3,,4211,4022,8233
Bulgaria,Vratza,1900,4,,3895,4038,7933
Bulgaria,Vratza,1900,5,,3858,3868,7726
Bulgaria,Vratza,1900,6,,3800,3776,7576
Bulgaria,Vratza,1900,7,,3471,3451,6922
Bulgaria,Vratza,1900,8,,3224,3301,6525
Bulgaria,Vratza,1900,9,,2348,2226,4574
Denmark,Aalborg,1880,0,,1416,1384,2800
Denmark,Aalborg,1880,1,,1370,1391,2761
Denmark,Aalborg,1880,2,,1336,1295,2631
Denmark,Aalborg,1880,3,,1322,1308,2630
Denmark,Aalborg,1880,4,,1182,1185,2367
Denmark,Aalborg,1880,5,,1136,1130,2266
Denmark,Aalborg,1880,6,,1169,1135,2304
Denmark,Aalborg,1880,7,,1091,1065,2156
Denmark,Aalborg,1880,8,,1106,1001,2107
Denmark,Aalborg,1880,9,,1066,972,2038
Denmark,Bornholm,1880,0,,484,485,969
Denmark,Bornholm,1880,1,,453,452,905
Denmark,Bornholm,1880,2,,434,418,852
Denmark,Bornholm,1880,3,,455,416,871
Denmark,Bornholm,1880,4,,437,405,842
Denmark,Bornholm,1880,5,,413,397,810
Denmark,Bornholm,1880,6,,371,407,778
Denmark,Bornholm,1880,7,,389,357,746
Denmark,Bornholm,1880,8,,336,338,674
Denmark,Bornholm,1880,9,,365,338,703
Denmark,Faroe Islands,1880,0,,160,174,334
Denmark,Faroe Islands,1880,1,,145,120,265
Denmark,Faroe Islands,1880,2,,142,137,279
Denmark,Faroe Islands,1880,3,,139,116,255
Denmark,Faroe Islands,1880,4,,151,146,297
Denmark,Faroe Islands,1880,5,,147,118,265
Denmark,Faroe Islands,1880,6,,124,129,253
Denmark,Faroe Islands,1880,7,,118,119,237
Denmark,Faroe Islands,1880,8,,132,104,236
Denmark,Faroe Islands,1880,9,,103,131,234
Denmark,Frederisksborg,1880,0,,963,961,1924
Denmark,Frederisksborg,1880,1,,1057,1028,2085
Denmark,Frederisksborg,1880,2,,1054,1020,2074
Denmark,Frederisksborg,1880,3,,990,1014,2004
Denmark,Frederisksborg,1880,4,,983,966,1949
Denmark,Frederisksborg,1880,5,,933,943,1876
Denmark,Frederisksborg,1880,6,,924,936,1860
Denmark,Frederisksborg,1880,7,,889,916,1805
Denmark,Frederisksborg,1880,8,,839,844,1683
Denmark,Frederisksborg,1880,9,,851,850,1701
Denmark,Hjørring,1880,0,,1592,1502,3094
Denmark,Hjørring,1880,1,,1488,1419,2907
Denmark,Hjørring,1880,2,,1514,1462,2976
Denmark,Hjørring,1880,3,,1514,1362,2876
Denmark,Hjørring,1880,4,,1387,1318,2705
Denmark,Hjørring,1880,5,,1384,1359,2743
Denmark,Hjørring,1880,6,,1326,1293,2619
Denmark,Hjørring,1880,7,,1256,1236,2492
Denmark,Hjørring,1880,8,,1215,1232,2447
Denmark,Hjørring,1880,9,,1137,1179,2316
Denmark,Holbaek,1880,0,,1253,1195,2448
Denmark,Holbaek,1880,1,,1186,1187,2373
Denmark,Holbaek,1880,2,,1211,1089,2300
Denmark,Holbaek,1880,3,,1214,1129,2343
Denmark,Holbaek,1880,4,,1135,1173,2308
Denmark,Holbaek,1880,5,,1028,1117,2145
Denmark,Holbaek,1880,6,,1113,1113,2226
Denmark,Holbaek,1880,7,,1079,1000,2079
Denmark,Holbaek,1880,8,,1029,1005,2034
Denmark,Holbaek,1880,9,,987,982,1969
Denmark,København,1880,0,,1541,1473,3014
Denmark,København,1880,1,,1502,1571,3073
Denmark,København,1880,2,,1552,1516,3068
Denmark,København,1880,3,,1501,1485,2986
Denmark,København,1880,4,,1372,1429,2801
Denmark,København,1880,5,,1301,1311,2612
Denmark,København,1880,6,,1320,1295,2615
Denmark,København,1880,7,,1170,1200,2370
Denmark,København,1880,8,,1214,1148,2362
Denmark,København,1880,9,,1200,1165,2365
Denmark,København City,1880,0,,2915,2993,5908
Denmark,København City,1880,1,,2790,2738,5528
Denmark,København City,1880,2,,2702,2793,5495
Denmark,København City,1880,3,,2707,2640,5347
Denmark,København City,1880,4,,2452,2481,4933
Denmark,København City,1880,5,,2190,2217,4407
Denmark,København City,1880,6,,1993,2142,4135
Denmark,København City,1880,7,,2196,2085,4281
Denmark,København City,1880,8,,1834,1929,3763
Denmark,København City,1880,9,,1880,1946,3826
Denmark,Maribo,1880,0,,1395,1276,2671
Denmark,Maribo,1880,1,,1257,1281,2538
Denmark,Maribo,1880,2,,1208,1232,2440
Denmark,Maribo,1880,3,,1310,1249,2559
Denmark,Maribo,1880,4,,1263,1202,2465
Denmark,Maribo,1880,5,,1169,1117,2286
Denmark,Maribo,1880,6,,1116,1138,2254
Denmark,Maribo,1880,7,,1067,1066,2133
Denmark,Maribo,1880,8,,1018,1019,2037
Denmark,Maribo,1880,9,,1060,984,2044
Denmark,Odense,1880,0,,1578,1546,3124
Denmark,Odense,1880,1,,1587,1521,3108
Denmark,Odense,1880,2,,1542,1444,2986
Denmark,Odense,1880,3,,1512,1472,2984
Denmark,Odense,1880,4,,1447,1406,2853
Denmark,Odense,1880,5,,1369,1363,2732
Denmark,Odense,1880,6,,1403,1324,2727
Denmark,Odense,1880,7,,1355,1386,2741
Denmark,Odense,1880,8,,1362,1266,2628
Denmark,Odense,1880,9,,1318,1338,2656
Denmark,Praesto,1880,0,,1306,1335,2641
Denmark,Praesto,1880,1,,1379,1238,2617
Denmark,Praesto,1880,2,,1265,1388,2653
Denmark,Praesto,1880,3,,1308,1330,2638
Denmark,Praesto,1880,4,,1236,1294,2530
Denmark,Praesto,1880,5,,1147,1157,2304
Denmark,Praesto,1880,6,,1193,1128,2321
Denmark,Praesto,1880,7,,1188,1156,2344
Denmark,Praesto,1880,8,,1147,1054,2201
Denmark,Praesto,1880,9,,1110,1121,2231
Denmark,Randers,1880,0,,1447,1447,2894
Denmark,Randers,1880,1,,1432,1424,2856
Denmark,Randers,1880,2,,1423,1446,2869
Denmark,Randers,1880,3,,1390,1316,2706
Denmark,Randers,1880,4,,1287,1272,2559
Denmark,Randers,1880,5,,1201,1182,2383
Denmark,Randers,1880,6,,1206,1227,2433
Denmark,Randers,1880,7,,1152,1061,2213
Denmark,Randers,1880,8,,1160,1135,2295
Denmark,Randers,1880,9,,1196,1124,2320
Denmark,Ribe,1880,0,,1172,991,2163
Denmark,Ribe,1880,1,,1004,939,1943
Denmark,Ribe,1880,2,,932,1029,1961
Denmark,Ribe,1880,3,,994,1008,2002
Denmark,Ribe,1880,4,,982,928,1910
Denmark,Ribe,1880,5,,884,924,1808
Denmark,Ribe,1880,6,,888,861,1749
Denmark,Ribe,1880,7,,892,917,1809
Denmark,Ribe,1880,8,,894,799,1693
Denmark,Ribe,1880,9,,877,824,1701
Denmark,Ringkøbing,1880,0,,1286,1262,2548
Denmark,Ringkøbing,1880,1,,1289,1211,2500
Denmark,Ringkøbing,1880,2,,1261,1178,2439
Denmark,Ringkøbing,1880,3,,1194,1166,2360
Denmark,Ringkøbing,1880,4,,1179,1078,2257
Denmark,Ringkøbing,1880,5,,1124,1083,2207
Denmark,Ringkøbing,1880,6,,1083,1050,2133
Denmark,Ringkøbing,1880,7,,1076,1036,2112
Denmark,Ringkøbing,1880,8,,1030,931,1961
Denmark,Ringkøbing,1880,9,,1047,1001,2048
Denmark,Sorø,1880,0,,1128,1078,2206
Denmark,Sorø,1880,1,,1134,1113,2247
Denmark,Sorø,1880,2,,1147,1149,2296
Denmark,Sorø,1880,3,,1046,1085,2131
Denmark,Sorø,1880,4,,1088,1098,2186
Denmark,Sorø,1880,5,,1034,946,1980
Denmark,Sorø,1880,6,,1040,989,2029
Denmark,Sorø,1880,7,,988,1009,1997
Denmark,Sorø,1880,8,,930,928,1858
Denmark,Sorø,1880,9,,960,877,1837
Denmark,Svendborg,1880,0,,1465,1415,2880
Denmark,Svendborg,1880,1,,1482,1408,2890
Denmark,Svendborg,1880,2,,1376,1389,2765
Denmark,Svendborg,1880,3,,1355,1423,2778
Denmark,Svendborg,1880,4,,1397,1299,2696
Denmark,Svendborg,1880,5,,1270,1170,2440
Denmark,Svendborg,1880,6,,1280,1254,2534
Denmark,Svendborg,1880,7,,1266,1200,2466
Denmark,Svendborg,1880,8,,1233,1247,2480
Denmark,Svendborg,1880,9,,1227,1266,2493
Denmark,Thisted,1880,0,,939,911,1850
Denmark,Thisted,1880,1,,871,770,1641
Denmark,Thisted,1880,2,,865,851,1716
Denmark,Thisted,1880,3,,885,813,1698
Denmark,Thisted,1880,4,,794,802,1596
Denmark,Thisted,1880,5,,723,722,1445
Denmark,Thisted,1880,6,,798,759,1557
Denmark,Thisted,1880,7,,763,749,1512
Denmark,Thisted,1880,8,,742,756,1498
Denmark,Thisted,1880,9,,752,707,1459
Denmark,Vejle,1880,0,,1489,1435,2924
Denmark,Vejle,1880,1,,1465,1468,2933
Denmark,Vejle,1880,2,,1370,1384,2754
Denmark,Vejle,1880,3,,1452,1390,2842
Denmark,Vejle,1880,4,,1389,1337,2726
Denmark,Vejle,1880,5,,1285,1195,2480
Denmark,Vejle,1880,6,,1255,1292,2547
Denmark,Vejle,1880,7,,1232,1172,2404
Denmark,Vejle,1880,8,,1153,1168,2321
Denmark,Vejle,1880,9,,1300,1158,2458
Denmark,Viborg,1880,0,,1481,1373,2854
Denmark,Viborg,1880,1,,1357,1349,2706
Denmark,Viborg,1880,2,,1354,1276,2630
Denmark,Viborg,1880,3,,1291,1274,2565
Denmark,Viborg,1880,4,,1217,1256,2473
Denmark,Viborg,1880,5,,1191,1120,2311
Denmark,Viborg,1880,6,,1181,1161,2342
Denmark,Viborg,1880,7,,1084,1062,2146
Denmark,Viborg,1880,8,,1033,1084,2117
Denmark,Viborg,1880,9,,1059,1059,2118
Denmark,Århus,1880,0,,1992,1986,3978
Denmark,Århus,1880,1,,2016,1927,3943
Denmark,Århus,1880,2,,1853,1885,3738
Denmark,Århus,1880,3,,1946,1978,3924
Denmark,Århus,1880,4,,1758,1693,3451
Denmark,Århus,1880,5,,1705,1593,3298
Denmark,Århus,1880,6,,1607,1619,3226
Denmark,Århus,1880,7,,1587,1529,3116
Denmark,Århus,1880,8,,1525,1518,3043
Denmark,Århus,1880,9,,1611,1474,3085
Finland,Hameenlinnan,1865,0,,2738,2662,5400
Finland,Hameenlinnan,1865,1,,,,
Finland,Hameenlinnan,1865,2,,,,
Finland,Hameenlinnan,1865,3,,,,
Finland,Hameenlinnan,1865,4,,,,
Finland,Hameenlinnan,1865,5,,,,
Finland,Hameenlinnan,1865,6,,,,
Finland,Hameenlinnan,1865,7,,,,
Finland,Hameenlinnan,1865,8,,,,
Finland,Hameenlinnan,1865,9,,,,
Finland,Hameenlinnan,1880,0,,3612,3681,7293
Finland,Hameenlinnan,1880,1,,3553,3488,7041
Finland,Hameenlinnan,1880,2,,3228,3085,6313
Finland,Hameenlinnan,1880,3,,3139,3036,6175
Finland,Hameenlinnan,1880,4,,2799,2851,5650
Finland,Hameenlinnan,1880,5,,2737,2719,5456
Finland,Hameenlinnan,1880,6,,2814,2774,5588
Finland,Hameenlinnan,1880,7,,2710,2710,5420
Finland,Hameenlinnan,1880,8,,2615,2402,5017
Finland,Hameenlinnan,1880,9,,2577,2707,5284
Finland,Kuopion,1865,0,,3508,3460,6968
Finland,Kuopion,1865,1,,,,
Finland,Kuopion,1865,2,,,,
Finland,Kuopion,1865,3,,,,
Finland,Kuopion,1865,4,,,,
Finland,Kuopion,1865,5,,,,
Finland,Kuopion,1865,6,,,,
Finland,Kuopion,1865,7,,,,
Finland,Kuopion,1865,8,,,,
Finland,Kuopion,1865,9,,,,
Finland,Kuopion,1880,0,,4125,3935,8060
Finland,Kuopion,1880,1,,4006,3969,7975
Finland,Kuopion,1880,2,,3389,3356,6745
Finland,Kuopion,1880,3,,3507,3392,6899
Finland,Kuopion,1880,4,,3412,3232,6644
Finland,Kuopion,1880,5,,3242,3275,6517
Finland,Kuopion,1880,6,,3170,3090,6260
Finland,Kuopion,1880,7,,3145,3245,6390
Finland,Kuopion,1880,8,,3167,3117,6284
Finland,Kuopion,1880,9,,2951,2957,5908
Finland,Mikkelin,1865,0,,2203,2181,4384
Finland,Mikkelin,1865,1,,,,
Finland,Mikkelin,1865,2,,,,
Finland,Mikkelin,1865,3,,,,
Finland,Mikkelin,1865,4,,,,
Finland,Mikkelin,1865,5,,,,
Finland,Mikkelin,1865,6,,,,
Finland,Mikkelin,1865,7,,,,
Finland,Mikkelin,1865,8,,,,
Finland,Mikkelin,1865,9,,,,
Finland,Mikkelin,1880,0,,2162,2166,4328
Finland,Mikkelin,1880,1,,2160,2150,4310
Finland,Mikkelin,1880,2,,1821,1693,3514
Finland,Mikkelin,1880,3,,1933,1852,3785
Finland,Mikkelin,1880,4,,1786,1776,3562
Finland,Mikkelin,1880,5,,1873,1803,3676
Finland,Mikkelin,1880,6,,1923,1911,3834
Finland,Mikkelin,1880,7,,1949,1820,3769
Finland,Mikkelin,1880,8,,1766,1805,3571
Finland,Mikkelin,1880,9,,1805,1875,3680
Finland,Oulun,1865,0,,2988,3081,6069
Finland,Oulun,1865,1,,,,
Finland,Oulun,1865,2,,,,
Finland,Oulun,1865,3,,,,
Finland,Oulun,1865,4,,,,
Finland,Oulun,1865,5,,,,
Finland,Oulun,1865,6,,,,
Finland,Oulun,1865,7,,,,
Finland,Oulun,1865,8,,,,
Finland,Oulun,1865,9,,,,
Finland,Oulun,1880,0,,3799,3546,7345
Finland,Oulun,1880,1,,3219,3278,6497
Finland,Oulun,1880,2,,2970,2826,5796
Finland,Oulun,1880,3,,2982,2989,5971
Finland,Oulun,1880,4,,2816,2862,5678
Finland,Oulun,1880,5,,2559,2674,5233
Finland,Oulun,1880,6,,2511,2613,5124
Finland,Oulun,1880,7,,2385,2392,4777
Finland,Oulun,1880,8,,2309,2346,4655
Finland,Oulun,1880,9,,2445,2405,4850
Finland,Turun ja Porin,1865,0,,5379,5296,10675
Finland,Turun ja Porin,1865,1,,,,
Finland,Turun ja Porin,1865,2,,,,
Finland,Turun ja Porin,1865,3,,,,
Finland,Turun ja Porin,1865,4,,,,
Finland,Turun ja Porin,1865,5,,,,
Finland,Turun ja Porin,1865,6,,,,
Finland,Turun ja Porin,1865,7,,,,
Finland,Turun ja Porin,1865,8,,,,
Finland,Turun ja Porin,1865,9,,,,
Finland,Turun ja Porin,1880,0,,5579,5277,10856
Finland,Turun ja Porin,1880,1,,5134,5059,10193
Finland,Turun ja Porin,1880,2,,4769,4756,9525
Finland,Turun ja Porin,1880,3,,4825,4751,9576
Finland,Turun ja Porin,1880,4,,4319,4323,8642
Finland,Turun ja Porin,1880,5,,4315,4255,8570
Finland,Turun ja Porin,1880,6,,4418,4429,8847
Finland,Turun ja Porin,1880,7,,3811,3734,7545
Finland,Turun ja Porin,1880,8,,4026,3967,7993
Finland,Turun ja Porin,1880,9,,3996,4119,8115
Finland,Uudenmann,1865,0,,2705,2575,5280
Finland,Uudenmann,1865,1,,,,
Finland,Uudenmann,1865,2,,,,
Finland,Uudenmann,1865,3,,,,
Finland,Uudenmann,1865,4,,,,
Finland,Uudenmann,1865,5,,,,
Finland,Uudenmann,1865,6,,,,
Finland,Uudenmann,1865,7,,,,
Finland,Uudenmann,1865,8,,,,
Finland,Uudenmann,1865,9,,,,
Finland,Uudenmann,1880,0,,2734,2783,5517
Finland,Uudenmann,1880,1,,2533,2670,5203
Finland,Uudenmann,1880,2,,2640,2497,5137
Finland,Uudenmann,1880,3,,2418,2393,4811
Finland,Uudenmann,1880,4,,2129,2159,4288
Finland,Uudenmann,1880,5,,2165,2273,4438
Finland,Uudenmann,1880,6,,2091,2049,4140
Finland,Uudenmann,1880,7,,2054,2066,4120
Finland,Uudenmann,1880,8,,1943,1973,3916
Finland,Uudenmann,1880,9,,2028,2078,4106
Finland,Waasan,1865,0,,5124,5078,10202
Finland,Waasan,1865,1,,,,
Finland,Waasan,1865,2,,,,
Finland,Waasan,1865,3,,,,
Finland,Waasan,1865,4,,,,
Finland,Waasan,1865,5,,,,
Finland,Waasan,1865,6,,,,
Finland,Waasan,1865,7,,,,
Finland,Waasan,1865,8,,,,
Finland,Waasan,1865,9,,,,
Finland,Waasan,1880,0,,6744,6551,13295
Finland,Waasan,1880,1,,6350,6140,12490
Finland,Waasan,1880,2,,5625,5392,11017
Finland,Waasan,1880,3,,5752,5586,11338
Finland,Waasan,1880,4,,5190,5285,10475
Finland,Waasan,1880,5,,4997,5003,10000
Finland,Waasan,1880,6,,5175,5036,10211
Finland,Waasan,1880,7,,4301,4137,8438
Finland,Waasan,1880,8,,4112,4107,8219
Finland,Waasan,1880,9,,4240,4219,8459
Finland,Wiipuring,1865,0,,3371,3209,6580
Finland,Wiipuring,1865,1,,,,
Finland,Wiipuring,1865,2,,,,
Finland,Wiipuring,1865,3,,,,
Finland,Wiipuring,1865,4,,,,
Finland,Wiipuring,1865,5,,,,
Finland,Wiipuring,1865,6,,,,
Finland,Wiipuring,1865,7,,,,
Finland,Wiipuring,1865,8,,,,
Finland,Wiipuring,1865,9,,,,
Finland,Wiipuring,1880,0,,4384,4355,8739
Finland,Wiipuring,1880,1,,3879,3668,7547
Finland,Wiipuring,1880,2,,3421,3353,6774
Finland,Wiipuring,1880,3,,3456,3627,7083
Finland,Wiipuring,1880,4,,3218,3267,6485
Finland,Wiipuring,1880,5,,3115,3059,6174
Finland,Wiipuring,1880,6,,3225,3128,6353
Finland,Wiipuring,1880,7,,3249,3061,6310
Finland,Wiipuring,1880,8,,2941,2951,5892
Finland,Wiipuring,1880,9,,3249,3123,6372
France,Ain,1851,0,,3674,3501,7175
France,Ain,1851,1,,3506,3347,6853
France,Ain,1851,2,,4064,4061,8125
France,Ain,1851,3,,3705,3737,7442
France,Ain,1851,4,,3562,3485,7047
France,Ain,1851,5,,3589,3785,7374
France,Ain,1851,6,,3656,3413,7069
France,Ain,1851,7,,3615,3511,7126
France,Ain,1851,8,,3854,3844,7698
France,Ain,1851,9,,3917,3765,7682
France,Ain,1861,0,,3980,3964,7944
France,Ain,1861,1,,3612,3424,7036
France,Ain,1861,2,,3457,3394,6851
France,Ain,1861,3,,3397,3389,6786
France,Ain,1861,4,,3367,3240,6607
France,Ain,1861,5,,,,
France,Ain,1861,6,,,,
France,Ain,1861,7,,,,
France,Ain,1861,8,,,,
France,Ain,1861,9,,,,
France,Ain,1872,0,,3562,3459,7021
France,Ain,1872,1,,3161,3202,6363
France,Ain,1872,2,,3530,3540,7070
France,Ain,1872,3,,3455,3460,6915
France,Ain,1872,4,,3395,3286,6681
France,Ain,1872,5,,3610,3270,6880
France,Ain,1872,6,,3424,3364,6788
France,Ain,1872,7,,3347,3205,6552
France,Ain,1872,8,,3471,3341,6812
France,Ain,1872,9,,3394,3377,6771
France,Ain,1881,0,,3294,2934,6228
France,Ain,1881,1,,2499,2515,5014
France,Ain,1881,2,,3667,3466,7133
France,Ain,1881,3,,3739,3406,7145
France,Ain,1881,4,,3613,3375,6988
France,Ain,1881,5,,3667,3308,6975
France,Ain,1881,6,,3457,3573,7030
France,Ain,1881,7,,3717,3428,7145
France,Ain,1881,8,,3552,3262,6814
France,Ain,1881,9,,3169,3210,6379
France,Ain,1891,0,,3228,3181,6409
France,Ain,1891,1,,2619,2472,5091
France,Ain,1891,2,,3118,2964,6082
France,Ain,1891,3,,3217,3095,6312
France,Ain,1891,4,,2984,3022,6006
France,Ain,1891,5,,3137,3177,6314
France,Ain,1891,6,,3221,3163,6384
France,Ain,1891,7,,3209,3217,6426
France,Ain,1891,8,,3345,3124,6469
France,Ain,1891,9,,3304,3070,6374
France,Aisne,1851,0,,5854,5764,11618
France,Aisne,1851,1,,4874,4557,9431
France,Aisne,1851,2,,5982,5808,11790
France,Aisne,1851,3,,5528,5004,10532
France,Aisne,1851,4,,5155,4913,10068
France,Aisne,1851,5,,5132,4866,9998
France,Aisne,1851,6,,5259,5066,10325
France,Aisne,1851,7,,5157,4862,10019
France,Aisne,1851,8,,5173,4934,10107
France,Aisne,1851,9,,5181,4868,10049
France,Aisne,1861,0,,6757,6294,13051
France,Aisne,1861,1,,5815,5603,11418
France,Aisne,1861,2,,5333,5458,10791
France,Aisne,1861,3,,5289,5156,10445
France,Aisne,1861,4,,4808,4909,9717
France,Aisne,1861,5,,,,
France,Aisne,1861,6,,,,
France,Aisne,1861,7,,,,
France,Aisne,1861,8,,,,
France,Aisne,1861,9,,,,
France,Aisne,1872,0,,4525,5059,9584
France,Aisne,1872,1,,4725,4700,9425
France,Aisne,1872,2,,5218,5289,10507
France,Aisne,1872,3,,4959,5022,9981
France,Aisne,1872,4,,4951,4885,9836
France,Aisne,1872,5,,5041,5086,10127
France,Aisne,1872,6,,5319,5038,10357
France,Aisne,1872,7,,4981,5090,10071
France,Aisne,1872,8,,4889,4849,9738
France,Aisne,1872,9,,4946,4740,9686
France,Aisne,1881,0,,4586,4560,9146
France,Aisne,1881,1,,3392,3918,7310
France,Aisne,1881,2,,4758,5117,9875
France,Aisne,1881,3,,4972,5019,9991
France,Aisne,1881,4,,4964,5014,9978
France,Aisne,1881,5,,5176,5104,10280
France,Aisne,1881,6,,5061,5104,10165
France,Aisne,1881,7,,4960,4939,9899
France,Aisne,1881,8,,5073,4898,9971
France,Aisne,1881,9,,4714,4752,9466
France,Aisne,1891,0,,5176,5105,10281
France,Aisne,1891,1,,4384,4273,8657
France,Aisne,1891,2,,4932,5017,9949
France,Aisne,1891,3,,4993,5030,10023
France,Aisne,1891,4,,4902,4746,9648
France,Aisne,1891,5,,4694,4689,9383
France,Aisne,1891,6,,4752,4888,9640
France,Aisne,1891,7,,4736,4659,9395
France,Aisne,1891,8,,4834,4819,9653
France,Aisne,1891,9,,4729,4763,9492
France,Allier,1851,0,,3734,3643,7377
France,Allier,1851,1,,3488,3397,6885
France,Allier,1851,2,,3523,3592,7115
France,Allier,1851,3,,3447,3441,6888
France,Allier,1851,4,,3451,3329,6780
France,Allier,1851,5,,3357,3204,6561
France,Allier,1851,6,,3306,3015,6321
France,Allier,1851,7,,3165,3128,6293
France,Allier,1851,8,,3117,3064,6181
France,Allier,1851,9,,3064,3062,6126
France,Allier,1861,0,,4540,4276,8816
France,Allier,1861,1,,4011,3787,7798
France,Allier,1861,2,,3842,3830,7672
France,Allier,1861,3,,3693,3551,7244
France,Allier,1861,4,,3740,3592,7332
France,Allier,1861,5,,,,
France,Allier,1861,6,,,,
France,Allier,1861,7,,,,
France,Allier,1861,8,,,,
France,Allier,1861,9,,,,
France,Allier,1872,0,,4235,4039,8274
France,Allier,1872,1,,4093,3787,7880
France,Allier,1872,2,,4554,4103,8657
France,Allier,1872,3,,4411,4017,8428
France,Allier,1872,4,,4319,4244,8563
France,Allier,1872,5,,4201,3832,8033
France,Allier,1872,6,,4264,4008,8272
France,Allier,1872,7,,4240,3913,8153
France,Allier,1872,8,,4121,3962,8083
France,Allier,1872,9,,3956,3734,7690
France,Allier,1881,0,,4448,4499,8947
France,Allier,1881,1,,3659,4200,7859
France,Allier,1881,2,,4596,4515,9111
France,Allier,1881,3,,4614,4464,9078
France,Allier,1881,4,,4494,4201,8695
France,Allier,1881,5,,4537,4399,8936
France,Allier,1881,6,,4545,4496,9041
France,Allier,1881,7,,4591,4459,9050
France,Allier,1881,8,,4405,4421,8826
France,Allier,1881,9,,4374,4024,8398
France,Allier,1891,0,,3775,3746,7521
France,Allier,1891,1,,3543,3617,7160
France,Allier,1891,2,,3974,3976,7950
France,Allier,1891,3,,3956,4069,8025
France,Allier,1891,4,,3915,3966,7881
France,Allier,1891,5,,3926,3941,7867
France,Allier,1891,6,,4166,3967,8133
France,Allier,1891,7,,3920,3907,7827
France,Allier,1891,8,,3993,3979,7972
France,Allier,1891,9,,4175,3849,8024
France,Alpes-Maritimes,1861,0,,2609,2498,5107
France,Alpes-Maritimes,1861,1,,2017,1917,3934
France,Alpes-Maritimes,1861,2,,1793,1766,3559
France,Alpes-Maritimes,1861,3,,1820,1618,3438
France,Alpes-Maritimes,1861,4,,1833,1631,3464
France,Alpes-Maritimes,1861,5,,,,
France,Alpes-Maritimes,1861,6,,,,
